text,sql
"Найти минимальную дату, после которой каждый из брендов был продан хотя бы один раз.","SELECT MAX(first_sale_date) AS min_date_all_brands_sold FROM ( SELECT p.brand, MIN(o.order_date) AS first_sale_date FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand ) AS sub;"
"Для каждого клиента определить даты заказов, непосредственно предшествующие и следующие за его периодом активности.","SELECT customer_id, order_date, LAG(order_date) OVER (PARTITION BY customer_id ORDER BY order_date) AS prev_order_date, LEAD(order_date) OVER (PARTITION BY customer_id ORDER BY order_date) AS next_order_date FROM orders WHERE order_status = 'Approved';"
"Найти клиентов, дата рождения которых раньше 1980 года.","SELECT first_name, last_name, DOB FROM customer WHERE DOB < '1980-01-01' LIMIT 1000; "
Для каждого бренда подсчитать количество продуктов с неуникальной для этого бренда ценой.,"SELECT brand, COUNT(*) AS non_unique_price_count FROM ( SELECT brand, list_price, COUNT(*) OVER (PARTITION BY brand, list_price) AS cnt FROM product ) AS sub WHERE cnt > 1 GROUP BY brand;"
"Объединить продукты в одну таблицу с нумерацией: сначала первые по ID, потом последние, потом вторые и т.д.","WITH ranked AS ( SELECT product_id, brand, list_price, ROW_NUMBER() OVER (ORDER BY product_id) AS rn_asc, ROW_NUMBER() OVER (ORDER BY product_id DESC) AS rn_desc FROM product ) SELECT product_id, brand, list_price, ROW_NUMBER() OVER ( ORDER BY CASE WHEN rn_asc <= rn_desc THEN rn_asc * 2 - 1 ELSE rn_desc * 2 END ) AS custom_order FROM ranked ORDER BY custom_order;"
"Для каждого штата найти дни, когда совпали дата рождения клиента и дата утвержденного заказа другого клиента из этого штата.","SELECT DISTINCT c1.state, c1.DOB AS match_date FROM customer c1 JOIN orders o ON c1.DOB = o.order_date JOIN customer c2 ON o.customer_id = c2.customer_id WHERE c1.customer_id != c2.customer_id AND o.order_status = 'Approved' AND c1.state = c2.state;"
Для каждой даты утвержденного заказа определить возраст клиента на дату следующего утвержденного заказа.,"WITH order_seq AS ( SELECT o.customer_id, o.order_date, c.DOB, LEAD(o.order_date) OVER (PARTITION BY o.customer_id ORDER BY o.order_date) AS next_order_date FROM orders o JOIN customer c ON o.customer_id = c.customer_id WHERE o.order_status = 'Approved' ) SELECT customer_id, order_date, next_order_date, EXTRACT(YEAR FROM AGE(next_order_date, DOB)) AS age_at_next_order FROM order_seq WHERE next_order_date IS NOT NULL;"
"Для каждого клиента вывести список ID его утвержденных заказов, отсортированный по сумме заказа.","SELECT o.customer_id, STRING_AGG(o.order_id::TEXT, ',' ORDER BY order_total DESC) AS order_ids_by_sum FROM orders o JOIN ( SELECT order_id, SUM(quantity * item_list_price_at_sale) AS order_total FROM order_items GROUP BY order_id ) ot ON o.order_id = ot.order_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id;"
"Для всех клиентов, которые никогда не отменяли заказы, определить количество их утвержденных заказов.","SELECT c.customer_id, COUNT(o.order_id) AS approved_order_count FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_status = 'Approved' AND c.customer_id NOT IN ( SELECT customer_id FROM orders WHERE order_status = 'Cancelled' ) GROUP BY c.customer_id;"
Определить прирост ежедневной выручки относительно среднего за два предыдущих дня с выручкой.,"WITH daily_rev AS ( SELECT order_date, SUM(quantity * item_list_price_at_sale) AS rev FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY order_date ), lagged_rev AS ( SELECT order_date, rev, LAG(rev, 1) OVER (ORDER BY order_date) AS rev_1, LAG(rev, 2) OVER (ORDER BY order_date) AS rev_2 FROM daily_rev ) SELECT order_date, rev, rev - COALESCE((rev_1 + rev_2) / 2, 0) AS growth_vs_prev_2_days_avg FROM lagged_rev WHERE rev_1 IS NOT NULL AND rev_2 IS NOT NULL;"
Для каждой позиции заказа найти предыдущую позицию с тем же продуктом в том же заказе.,"SELECT order_item_id, order_id, product_id, quantity, LAG(order_item_id) OVER (PARTITION BY order_id, product_id ORDER BY order_item_id) AS prev_item_id_same_product FROM order_items;"
"Найти пары утвержденных заказов, содержащих идентичные наборы продуктов.","WITH order_products AS ( SELECT o.order_id, ARRAY_AGG(oi.product_id ORDER BY oi.product_id) AS product_set FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY o.order_id ) SELECT op1.order_id AS order_1, op2.order_id AS order_2 FROM order_products op1 JOIN order_products op2 ON op1.product_set = op2.product_set AND op1.order_id < op2.order_id;"
Для каждого непроданного продукта вывести список всех дат утвержденных заказов.,"SELECT p.product_id, ARRAY[]::DATE[] AS order_dates  FROM product p WHERE NOT EXISTS ( SELECT 1 FROM order_items oi WHERE oi.product_id = p.product_id );"
Для каждого клиента вычислить максимальную разницу в суммах между любыми двумя его утвержденными заказами.,"WITH client_order_totals AS ( SELECT o.customer_id, SUM(oi.quantity * oi.item_list_price_at_sale) AS order_total FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id, o.order_id ) SELECT customer_id, MAX(order_total) - MIN(order_total) AS max_diff FROM client_order_totals GROUP BY customer_id;"
"Вывести заказы, даты которых отстоят более чем на 2 месяца от максимальной даты в базе.",SELECT * FROM orders WHERE order_date < (SELECT MAX(order_date) - INTERVAL '2 months' FROM orders);
Для каждого утвержденного заказа вывести список ID продуктов через запятую.,"SELECT o.order_id, STRING_AGG(oi.product_id::TEXT, ',' ORDER BY oi.product_id) AS product_ids FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY o.order_id;"
Вывести 10 последних утвержденных заказов.,"SELECT * FROM orders WHERE order_status = 'Approved' ORDER BY order_date DESC, order_id DESC LIMIT 10;"
"Найти топ-5 клиентов по общей сумме покупок в 2017 году, которые при этом живут в штате NSW.","SELECT c.customer_id, c.first_name, c.last_name, SUM(oi.quantity * oi.item_list_price_at_sale) AS total_spent_2017 FROM customer c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE c.state = 'NSW' AND o.order_status = 'Approved' AND o.order_date >= '2017-01-01' AND o.order_date < '2018-01-01' GROUP BY c.customer_id, c.first_name, c.last_name ORDER BY total_spent_2017 DESC LIMIT 5;"
"Определить процент клиентов, которые сделали хотя бы один онлайн-заказ, от общего числа клиентов.","SELECT ROUND( 100.0 * COUNT(DISTINCT CASE WHEN o.online_order = TRUE THEN o.customer_id END) / NULLIF(COUNT(DISTINCT c.customer_id), 0), 2) AS online_customer_percentage FROM customer c LEFT JOIN orders o ON c.customer_id = o.customer_id;"
"Найти продукты, которые были проданы во всех штатах, где есть клиенты","WITH all_states AS ( SELECT DISTINCT state FROM customer ), product_states AS ( SELECT DISTINCT oi.product_id, c.state FROM order_items oi JOIN orders o ON oi.order_id = o.order_id JOIN customer c ON o.customer_id = c.customer_id WHERE o.order_status = 'Approved' ) SELECT ps.product_id FROM product_states ps GROUP BY ps.product_id HAVING COUNT(DISTINCT ps.state) = (SELECT COUNT(*) FROM all_states);"
"Вывести список брендов, у которых средняя себестоимость товара (из таблицы ""product"") выше средней розничной цены товара (из таблицы ""product"").",SELECT brand FROM product GROUP BY brand HAVING AVG(standard_cost) > AVG(list_price);
"Найти клиентов, которые сделали заказ в свой день рождения (совпадение даты заказа и DOB).","SELECT DISTINCT c.customer_id, c.first_name, c.last_name FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE EXTRACT(MONTH FROM o.order_date) = EXTRACT(MONTH FROM c.DOB) AND EXTRACT(DAY FROM o.order_date) = EXTRACT(DAY FROM c.DOB);"
Определить самый популярный день недели для совершения заказов.,"SELECT TO_CHAR(order_date, 'Day') AS day_of_week, COUNT(*) AS order_count FROM orders WHERE order_status = 'Approved' GROUP BY day_of_week ORDER BY order_count DESC LIMIT 1;"
"Найти продукты, цена которых изменилась (разница между ""list_price"" в ""product"" и ""item_list_price_at_sale"" в ""order_items"" больше 10%) хотя бы в одном заказе.","SELECT DISTINCT p.product_id, p.brand, p.product_line FROM product p JOIN order_items oi ON p.product_id = oi.product_id WHERE ABS(p.list_price - oi.item_list_price_at_sale) / NULLIF(p.list_price, 0) > 0.10;"
"Вывести клиентов, которые никогда не покупали товары класса ""Accessories"".","SELECT c.customer_id, c.first_name, c.last_name FROM customer c WHERE NOT EXISTS ( SELECT 1 FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.customer_id = c.customer_id AND p.product_class = 'Accessories' AND o.order_status = 'Approved' );"
"Рассчитать коэффициент конверсии: отношение числа клиентов, сделавших заказ, к общему числу клиентов.","SELECT ROUND( 100.0 * COUNT(DISTINCT o.customer_id) / NULLIF((SELECT COUNT(*) FROM customer), 0), 2) AS conversion_rate_percent FROM orders o;"
"Найти заказы, в которых общая скидка (разница между суммой ""list_price"" из ""product"" и суммой ""item_list_price_at_sale"" из ""order_items"") превысила 20% от общей стоимости по прайсу.",SELECT o.order_id FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' GROUP BY o.order_id HAVING SUM(p.list_price * oi.quantity) > 0 AND (SUM(p.list_price * oi.quantity) - SUM(oi.item_list_price_at_sale * oi.quantity)) / SUM(p.list_price * oi.quantity) > 0.20;
"Определить, какой бренд приносит наибольшую прибыль (сумма ""(item_list_price_at_sale - item_standard_cost_at_sale) * quantity"").","SELECT p.brand, SUM((oi.item_list_price_at_sale - oi.item_standard_cost_at_sale) * oi.quantity) AS total_profit FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand ORDER BY total_profit DESC LIMIT 1;"
"Найти клиентов, которые сделали более 5 заказов, но ни один из них не был онлайн.","SELECT c.customer_id, c.first_name, c.last_name, COUNT(o.order_id) AS order_count FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_status = 'Approved' GROUP BY c.customer_id, c.first_name, c.last_name HAVING COUNT(o.order_id) > 5 AND BOOL_AND(NOT o.online_order);"
"Вывести список штатов, отсортированный по убыванию средней суммы чека клиента из этого штата.","SELECT c.state, AVG(order_total) AS avg_check_per_customer FROM ( SELECT o.customer_id, c.state, SUM(oi.quantity * oi.item_list_price_at_sale) AS order_total FROM orders o JOIN customer c ON o.customer_id = c.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY o.customer_id, c.state, o.order_id ) AS sub GROUP BY state ORDER BY avg_check_per_customer DESC;"
"Найти продукты, которые никогда не продавались со скидкой (цена продажи всегда равна или выше розничной цены из каталога).","SELECT p.product_id, p.brand, p.product_line FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.product_id, p.brand, p.product_line HAVING MIN(oi.item_list_price_at_sale) >= MAX(p.list_price);"
Определить долю выручки от онлайн-заказов в общей выручке за весь период.,"SELECT ROUND( 100.0 * SUM(CASE WHEN o.online_order = TRUE THEN oi.quantity * oi.item_list_price_at_sale ELSE 0 END) / NULLIF(SUM(oi.quantity * oi.item_list_price_at_sale), 0), 2) AS online_revenue_share_percent FROM orders o JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved';"
"Найти клиентов, которые сделали свой первый заказ в возрасте старше 50 лет. Вывести: имя, фамилия, возраст на момент первого заказа.","WITH first_orders AS ( SELECT o.customer_id, MIN(o.order_date) AS first_order_date FROM orders o WHERE o.order_status = 'Approved' GROUP BY o.customer_id ) SELECT c.first_name, c.last_name, EXTRACT(YEAR FROM AGE(fo.first_order_date, c.DOB)) AS age_at_first_order FROM customer c JOIN first_orders fo ON c.customer_id = fo.customer_id WHERE EXTRACT(YEAR FROM AGE(fo.first_order_date, c.DOB)) > 50;"
"Определить, в каком месяце 2017 года была самая высокая средняя сумма чека для клиентов сегмента ""High Net Worth"".","SELECT DATE_TRUNC('month', o.order_date) AS month_year, AVG(order_total) AS avg_check FROM ( SELECT o.order_id, o.order_date, SUM(oi.quantity * oi.item_list_price_at_sale) AS order_total FROM orders o JOIN customer c ON o.customer_id = c.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE c.wealth_segment = 'High Net Worth' AND o.order_status = 'Approved' AND o.order_date >= '2017-01-01' AND o.order_date < '2018-01-01' GROUP BY o.order_id, o.order_date ) AS sub GROUP BY month_year ORDER BY avg_check DESC LIMIT 1;"
"Найти продукты, которые ни разу не продавались клиентам из штата VIC","SELECT p.product_id, p.brand, p.product_line FROM product p WHERE NOT EXISTS ( SELECT 1 FROM order_items oi JOIN orders o ON oi.order_id = o.order_id JOIN customer c ON o.customer_id = c.customer_id WHERE oi.product_id = p.product_id AND c.state = 'VIC' AND o.order_status = 'Approved' );"
"Вывести список брендов, у которых разница между максимальной и минимальной розничной ценой превышает 1000 долларов.",SELECT brand FROM product GROUP BY brand HAVING MAX(list_price) - MIN(list_price) > 1000;
"Найти клиентов, которые сделали заказы в течение 3 последовательных дней (любые 3 дня в году). Вывести: имя, фамилия, даты этих трех заказов.","WITH daily_orders AS ( SELECT DISTINCT customer_id, order_date FROM orders WHERE order_status = 'Approved' ), consecutive AS ( SELECT customer_id, order_date, LEAD(order_date, 1) OVER (PARTITION BY customer_id ORDER BY order_date) AS next_day, LEAD(order_date, 2) OVER (PARTITION BY customer_id ORDER BY order_date) AS day_after_next FROM daily_orders ) SELECT DISTINCT c.customer_id, c.first_name, c.last_name FROM consecutive cs JOIN customer c ON cs.customer_id = c.customer_id WHERE cs.next_day = cs.order_date + INTERVAL '1 day' AND cs.day_after_next = cs.order_date + INTERVAL '2 days';"
"Определить процент товаров каждого класса (""product_class""), которые были проданы со скидкой (цена продажи < розничной цены).","SELECT p.product_class, ROUND( 100.0 * COUNT(CASE WHEN oi.item_list_price_at_sale < p.list_price THEN 1 END) / NULLIF(COUNT(*), 0), 2) AS discount_percentage FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.product_class;"
"Найти самых ""активных"" клиентов: тех, кто сделал более 10 заказов, и выведи средний интервал (в днях) между их заказами.","WITH active_customers AS ( SELECT customer_id FROM orders WHERE order_status = 'Approved' GROUP BY customer_id HAVING COUNT(*) > 10 ), order_intervals AS ( SELECT o.customer_id, o.order_date, LAG(o.order_date) OVER (PARTITION BY o.customer_id ORDER BY o.order_date) AS prev_date FROM orders o JOIN active_customers ac ON o.customer_id = ac.customer_id WHERE o.order_status = 'Approved' ) SELECT c.customer_id, c.first_name, c.last_name, COUNT(o.order_id) AS order_count, ROUND(AVG(EXTRACT(EPOCH FROM (o.order_date - oi.prev_date)) / 86400)::NUMERIC, 2) AS avg_days_between_orders FROM customer c JOIN orders o ON c.customer_id = o.customer_id JOIN order_intervals oi ON c.customer_id = oi.customer_id AND o.order_date = oi.order_date WHERE o.order_status = 'Approved' GROUP BY c.customer_id, c.first_name, c.last_name;"
"Вывести топ-10 самых популярных комбинаций ""Бренд + Класс продукта"" по количеству проданных единиц.","SELECT p.brand, p.product_class, SUM(oi.quantity) AS total_units_sold FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand, p.product_class ORDER BY total_units_sold DESC LIMIT 10;"
"Найти клиентов, которые никогда не покупали товары бренда ""Giant Bicycles"", но покупали товары бренда ""Trek"".","SELECT DISTINCT c.customer_id, c.first_name, c.last_name FROM customer c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE p.brand = 'Trek' AND o.order_status = 'Approved' AND c.customer_id NOT IN ( SELECT DISTINCT o2.customer_id FROM orders o2 JOIN order_items oi2 ON o2.order_id = oi2.order_id JOIN product p2 ON oi2.product_id = p2.product_id WHERE p2.brand = 'Giant Bicycles' AND o2.order_status = 'Approved' );"
"Определить, какой день недели является самым ""неудачным"" для продаж (минимальная общая выручка) в штате NSW.","SELECT TO_CHAR(o.order_date, 'Day') AS day_of_week, SUM(oi.quantity * oi.item_list_price_at_sale) AS total_revenue FROM orders o JOIN customer c ON o.customer_id = c.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE c.state = 'NSW' AND o.order_status = 'Approved' GROUP BY day_of_week ORDER BY total_revenue ASC LIMIT 1;"
"Найти продукты, у которых себестоимость составляет более 80% от розничной цены, и которые были проданы хотя бы 5 раз.","SELECT p.product_id, p.brand, p.product_line FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE p.standard_cost > 0.8 * p.list_price AND o.order_status = 'Approved' GROUP BY p.product_id, p.brand, p.product_line HAVING SUM(oi.quantity) >= 5;"
"Вывести список клиентов, чья фамилия начинается на ту же букву, что и название бренда самого дорогого товара, который они купили.","WITH max_price_purchase AS ( SELECT o.customer_id, p.brand, ROW_NUMBER() OVER (PARTITION BY o.customer_id ORDER BY oi.item_list_price_at_sale DESC) as rn FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' ) SELECT c.customer_id, c.first_name, c.last_name, mpp.brand FROM customer c JOIN max_price_purchase mpp ON c.customer_id = mpp.customer_id WHERE mpp.rn = 1 AND LOWER(SUBSTRING(c.last_name FROM 1 FOR 1)) = LOWER(SUBSTRING(mpp.brand FROM 1 FOR 1));"
"Определить, сколько клиентов из каждого сегмента благосостояния (""wealth_segment"") сделали хотя бы один онлайн-заказ в декабре 2017 года.","SELECT c.wealth_segment, COUNT(DISTINCT c.customer_id) AS online_customers_dec_2017 FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE o.online_order = TRUE AND o.order_status = 'Approved' AND o.order_date >= '2017-12-01' AND o.order_date < '2018-01-01' GROUP BY c.wealth_segment;"
"Найти заказы, в которых сумма покупки товаров класса ""Road Bikes"" превышает сумму покупки товаров всех остальных классов вместе взятых.",SELECT o.order_id FROM orders o JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE o.order_status = 'Approved' GROUP BY o.order_id HAVING SUM(CASE WHEN p.product_class = 'Road Bikes' THEN oi.quantity * oi.item_list_price_at_sale ELSE 0 END) > SUM(CASE WHEN p.product_class != 'Road Bikes' THEN oi.quantity * oi.item_list_price_at_sale ELSE 0 END);
"Вывести средний возраст клиентов, которые покупают товары премиум-класса (цена > 1000 долларов), с точностью до года.","SELECT ROUND(AVG(EXTRACT(YEAR FROM AGE(CURRENT_DATE, c.DOB)))) AS avg_age FROM customer c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id JOIN product p ON oi.product_id = p.product_id WHERE p.list_price > 1000 AND o.order_status = 'Approved';"
"Найти бренды, у которых нет ни одного продукта, проданного в количестве более 1 штуки в одном чеке (все продажи были по 1 единице).",SELECT DISTINCT p.brand FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id WHERE o.order_status = 'Approved' GROUP BY p.brand HAVING MAX(oi.quantity) = 1;
"Определить, какой штат имеет наибольшую долю онлайн-заказов от общего числа заказов своих жителей.","WITH state_stats AS ( SELECT c.state, COUNT(*) FILTER (WHERE o.online_order = TRUE) AS online_orders, COUNT(*) AS total_orders FROM orders o JOIN customer c ON o.customer_id = c.customer_id WHERE o.order_status = 'Approved' GROUP BY c.state ) SELECT state FROM state_stats ORDER BY (online_orders::DECIMAL / NULLIF(total_orders, 0)) DESC LIMIT 1;"
"Найти клиентов, которые сделали заказ в новогоднюю ночь (31 декабря) или в Новый год (1 января).","SELECT DISTINCT c.customer_id, c.first_name, c.last_name FROM customer c JOIN orders o ON c.customer_id = o.customer_id WHERE o.order_status = 'Approved' AND ( (EXTRACT(MONTH FROM o.order_date) = 12 AND EXTRACT(DAY FROM o.order_date) = 31) OR (EXTRACT(MONTH FROM o.order_date) = 1 AND EXTRACT(DAY FROM o.order_date) = 1) );"
"Вывести список продуктов, которые были куплены клиентами из всех трех основных сегментов благосостояния (""Mass Customer"", ""Affluent Customer"", ""High Net Worth"").","SELECT p.product_id, p.brand, p.product_line FROM product p JOIN order_items oi ON p.product_id = oi.product_id JOIN orders o ON oi.order_id = o.order_id JOIN customer c ON o.customer_id = c.customer_id WHERE o.order_status = 'Approved' AND c.wealth_segment IN ('Mass Customer', 'Affluent Customer', 'High Net Worth') GROUP BY p.product_id, p.brand, p.product_line HAVING COUNT(DISTINCT c.wealth_segment) = 3;"
"Определить, какая отрасль деятельности (""job_industry_category"") клиентов генерирует наибольшую среднюю выручку на одного клиента.","SELECT c.job_industry_category, SUM(oi.quantity * oi.item_list_price_at_sale) / COUNT(DISTINCT c.customer_id) AS avg_revenue_per_customer FROM customer c JOIN orders o ON c.customer_id = o.customer_id JOIN order_items oi ON o.order_id = oi.order_id WHERE o.order_status = 'Approved' GROUP BY c.job_industry_category ORDER BY avg_revenue_per_customer DESC LIMIT 1;"
